name,chi2,Z,P,P.adjusted,comparisons
p_ugl,178.9566690251576,-0.0628141461834774,0.4749572505447604,0.48226428516852593,Cunard Pond - Lake Fletcher
p_ugl,178.9566690251576,-0.07810914774236352,0.4688706152911276,0.48352282201897534,Lake Banook 2 - Turtle Creek Reservoir
p_ugl,178.9566690251576,0.09088919562065731,0.4637903176518439,0.4858755708733603,Lake Banook 1 - Lake Banook 2
p_ugl,178.9566690251576,-0.10812671654138,0.4569475878279853,0.4864280773652746,Shubenacadie Canal - Tower Road Reservoir
p_ugl,178.9566690251576,0.008975451158758396,0.49641936112244067,0.49641936112244067,Lake Banook 1 - Turtle Creek Reservoir
tn_ugl,324.5558706276212,12.238028499356249,9.735234881108861e-35,6.425255021531848e-33,INP - Turtle Creek Reservoir
tn_ugl,324.5558706276212,11.134811241500596,4.2462365678042447e-29,1.4012580673754007e-27,INP - Tower Road Reservoir
tn_ugl,324.5558706276212,9.920913334443291,1.68826073392382e-23,3.714173614632404e-22,Lake Charles 1 - Turtle Creek Reservoir
tn_ugl,324.5558706276212,9.8361167685504,3.934482843635927e-23,6.491896691999279e-22,Lake Charles 2 - Turtle Creek Reservoir
tn_ugl,324.5558706276212,9.278648596681343,8.58208361560249e-21,1.1328350372595286e-19,Shubenacadie Canal - Turtle Creek Reservoir
tn_ugl,324.5558706276212,8.83707649656203,4.912793321098806e-19,5.404072653208687e-18,Lake Charles 1 - Tower Road Reservoir
tn_ugl,324.5558706276212,8.754559524328958,1.0245106928657174e-18,9.659672247019621e-18,Lake Charles 2 - Tower Road Reservoir
tn_ugl,324.5558706276212,8.61428751135353,3.518893956399318e-18,2.903087514029437e-17,INP - Lake Banook 2
tn_ugl,324.5558706276212,8.430748803902016,1.7173015370882045e-17,1.25935446053135e-16,INP - Penhorn Lake
tn_ugl,324.5558706276212,8.415363085336754,1.9583991428390566e-17,1.2925434342737772e-16,INP - Lake Fletcher
tn_ugl,324.5558706276212,8.372121421784012,2.829504461660477e-17,1.6977026769962864e-16,INP - Lake Banook 1
tn_ugl,324.5558706276212,8.26857734648447,6.778347136668209e-17,3.7280909251675146e-16,Shubenacadie Canal - Tower Road Reservoir
tn_ugl,324.5558706276212,7.477095864703034,3.799149453933651e-14,1.9287989535355457e-13,Kearney Lake - Turtle Creek Reservoir
tn_ugl,324.5558706276212,7.394996781314458,7.070584957731279e-14,3.333275765787603e-13,Cunard Pond - Turtle Creek Reservoir
tn_ugl,324.5558706276212,6.4637174915962285,5.1080761692121224e-11,2.247553514453334e-10,Kearney Lake - Tower Road Reservoir
tn_ugl,324.5558706276212,6.379064383891517,8.908656264376101e-11,3.674820709055142e-10,Cunard Pond - Tower Road Reservoir
tn_ugl,324.5558706276212,-6.1825205789912525,3.154304198422951e-10,1.2246122182112632e-9,Lake Banook 2 - Lake Charles 1
tn_ugl,324.5558706276212,-6.097724013098362,5.379464446550792e-10,1.9724702970686237e-9,Lake Banook 2 - Lake Charles 2
tn_ugl,324.5558706276212,5.993174878911308,1.0289167444547055e-9,3.5741318491584505e-9,Lake Charles 1 - Penhorn Lake
tn_ugl,324.5558706276212,5.968242255972795,1.1991155670892298e-9,3.957081371394458e-9,Lake Charles 1 - Lake Fletcher
tn_ugl,324.5558706276212,-5.932692581388751,1.4900326026376836e-9,4.682959608289863e-9,Lake Banook 1 - Lake Charles 1
tn_ugl,324.5558706276212,5.908378313018416,1.7274593895158635e-9,5.182378168547591e-9,Lake Charles 2 - Penhorn Lake
tn_ugl,324.5558706276212,5.883093104085527,2.0133462874187884e-9,5.777428476940871e-9,Lake Charles 2 - Lake Fletcher
tn_ugl,324.5558706276212,-5.847896015495859,2.4891479098201046e-9,6.845156752005287e-9,Lake Banook 1 - Lake Charles 2
tn_ugl,324.5558706276212,-5.709732872489295,5.657681657058113e-9,1.493627957463342e-8,Lake Banook 2 - Shubenacadie Canal
