station_name,date_time,cool_deg_days_c,heat_deg_days_c,max_temp_c,mean_temp_c,min_temp_c,total_precip_mm,region
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-15,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-16,NA,NA,NA,NA,NA,9.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-17,0,16.9,5.2,1.1,-3,0.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-18,0,20.6,-0.1,-2.6,-5.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-19,0,20.8,1.8,-2.8,-7.4,1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-20,0,17.4,5.3,0.6,-4.1,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-21,0,22.7,-1.4,-4.7,-7.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-22,0,19.5,1.5,-1.5,-4.4,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-23,0,21.3,2.1,-3.3,-8.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-24,0,23.5,-0.8,-5.5,-10.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-25,0,19.8,6.1,-1.8,-9.6,2.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-26,0,17.7,4,0.3,-3.4,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-27,0,15.6,8.8,2.4,-4.1,2.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-28,0,16.8,4.8,1.2,-2.4,23,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-29,0,21.9,0.2,-3.9,-7.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-30,0,18.6,9.7,-0.6,-10.9,6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-01,0,13.5,11,4.5,-2.1,27.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-02,0,21,-0.3,-3,-5.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-03,0,15.7,11.1,2.3,-6.5,1.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-04,0,15.4,11.2,2.6,-6,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-05,0,20.3,3.1,-2.3,-7.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-06,0,16.4,5.6,1.6,-2.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-07,0,13.4,8.4,4.6,0.7,5.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-08,0,12.3,10.4,5.7,0.9,17.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-09,0,18.4,1.2,-0.4,-2,3.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-10,0,22.2,-2,-4.2,-6.4,0.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-11,0,24.4,-5.4,-6.4,-7.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-12,0,26.5,-5.6,-8.5,-11.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-13,0,24.8,-2.9,-6.8,-10.7,2.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-14,NA,NA,NA,NA,NA,15,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-15,0,17.1,1.9,0.9,-0.1,3.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-16,0,17.3,1.2,0.7,0.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-17,0,16.8,2,1.2,0.3,6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-18,0,17.2,1.6,0.8,-0.1,6.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-19,0,17.6,0.9,0.4,-0.1,13.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-20,0,17.4,1,0.6,0.2,4.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-21,0,18.4,1.4,-0.4,-2.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-22,0,23.7,-1.7,-5.7,-9.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-23,0,17.2,11.3,0.8,-9.8,15.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-24,0,14.8,11,3.2,-4.6,3.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-25,0,24.7,-3.5,-6.7,-9.8,1.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-26,0,24.3,-2.4,-6.3,-10.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-27,0,25.3,-3.2,-7.3,-11.3,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-28,0,27,-3.7,-9,-14.2,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-29,0,23.2,-2.9,-5.2,-7.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-30,0,17.1,4.7,0.9,-2.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-12-31,0,11.6,9,6.4,3.7,1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-01,0,16.7,3,1.3,-0.4,4.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-02,0,18.7,4.4,-0.7,-5.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-03,0,18.6,5.8,-0.6,-7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-04,0,13.1,10.9,4.9,-1.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-05,0,18.3,3.1,-0.3,-3.7,6.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-06,0,16.8,4.4,1.2,-2.1,2.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-07,0,15.4,8.7,2.6,-3.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-08,0,19,3.2,-1,-5.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-09,0,17.3,7,0.7,-5.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-10,0,10.5,15.3,7.5,-0.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-11,0,8.2,18.4,9.8,1.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-12,0,12.3,9.4,5.7,1.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-13,0,8.7,17.6,9.3,1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-14,0,13,12.3,5,-2.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-15,0,10.9,15.5,7.1,-1.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-16,0,10.1,15.4,7.9,0.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-17,0,8.2,14.9,9.8,4.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-18,0,6.5,17.7,11.5,5.3,5.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-19,0,11,10.8,7,3.1,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-20,0,11.4,12.6,6.6,0.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-21,0,15.2,7.1,2.8,-1.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-22,0,13.6,10.4,4.4,-1.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-23,0,13.4,10,4.6,-0.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-24,0,14.8,5.7,3.2,0.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-25,0,14.7,5.9,3.3,0.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-26,0,12,10.5,6,1.4,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-27,0,11.6,9.6,6.4,3.2,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-28,0,10.6,14.8,7.4,0,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-29,0,9.5,16.1,8.5,0.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-04-30,0,11.1,14.9,6.9,-1.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-01,0,12.1,9.4,5.9,2.4,15.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-02,0,12.2,8.3,5.8,3.2,0.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-03,0,14.5,4.4,3.5,2.5,7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-04,0,13.8,5.4,4.2,2.9,1.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-05,0,12.6,9.9,5.4,0.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-06,0,11.4,12.5,6.6,0.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-07,0,5.6,23.5,12.4,1.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-08,0,9.4,15.5,8.6,1.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-09,0,13.2,10.5,4.8,-0.9,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-10,0,9.4,15.6,8.6,1.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-11,0,6.7,20.8,11.3,1.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-12,0,4.1,24.2,13.9,3.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-13,0,6.4,17.9,11.6,5.2,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-14,0,10.2,12.4,7.8,3.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-15,0,6.6,19.7,11.4,3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-16,0,6.8,17.5,11.2,4.8,6.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-17,0,13,10,5,-0.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-18,0,11.9,13.2,6.1,-1,0.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-19,0,8,18.5,10,1.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-20,0,2.3,22.6,15.7,8.8,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-21,0,3.3,20.5,14.7,8.9,6.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-22,0,11.7,12.6,6.3,-0.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-23,0,9.6,18.4,8.4,-1.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-24,0,5.4,20.9,12.6,4.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-25,0,11.5,10.2,6.5,2.8,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-26,0,11.7,7.4,6.3,5.2,3.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-27,0,3,24.6,15,5.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-28,2.3,0,31.8,20.3,8.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-29,0,9.8,12.9,8.2,3.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-30,0,4.1,24.8,13.9,2.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-05-31,1.4,0,28.6,19.4,10.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-01,4.1,0,33.9,22.1,10.3,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-02,0,7.4,15.6,10.6,5.5,4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-03,0,12.5,6.2,5.5,4.7,24.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-04,0,10.3,9.2,7.7,6.2,5.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-05,0,9.4,10.3,8.6,6.9,21,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-06,0,8.9,10.6,9.1,7.5,19.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-07,0,6.4,15.9,11.6,7.2,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-08,0,6.1,15.1,11.9,8.7,1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-09,0,7.7,12.8,10.3,7.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-10,0,7.1,14.4,10.9,7.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-11,0,2.9,23.3,15.1,6.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-12,2.6,0,29.2,20.6,11.9,0.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-13,2.1,0,28.9,20.1,11.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-14,0,1.3,19.6,16.7,13.8,0.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-15,0,2,21.2,16,10.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-16,0,1.3,22,16.7,11.3,15.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-17,0,7.2,12.3,10.8,9.3,0.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-18,0,6.5,13.9,11.5,9,9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-19,0,8.8,10.9,9.2,7.4,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-20,0,4.6,18.7,13.4,8.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-21,0,1,26.8,17,7.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-22,2.9,0,28.6,20.9,13.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-23,3,0,29.8,21,12.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-24,3,0,30.2,21,11.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-25,0.6,0,25.3,18.6,11.8,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-26,0,5.1,14.8,12.9,11,12.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-27,0.8,0,24.1,18.8,13.4,5.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-28,4.2,0,25.1,22.2,19.3,7.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-29,3.8,0,25.2,21.8,18.4,3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-06-30,3.2,0,24.6,21.2,17.7,12.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-01,4.8,0,26.9,22.8,18.6,6.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-02,4.4,0,26.7,22.4,18,9.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-03,2.2,0,21.5,20.2,18.8,44.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-04,2.6,0,23.6,20.6,17.6,1.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-05,2.8,0,23.8,20.8,17.7,2.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-06,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-07,6.4,0,33.1,24.4,15.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-08,3.9,0,28.5,21.9,15.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-09,4.3,0,28.9,22.3,15.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-10,5.1,0,28.1,23.1,18,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-11,2.5,0,23.4,20.5,17.6,2.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-12,5.4,0,29.9,23.4,16.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-13,5.5,0,30.8,23.5,16.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-14,5.8,0,30.9,23.8,16.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-15,6.3,0,29.1,24.3,19.5,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-16,5.5,0,26.6,23.5,20.3,0.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-17,6.2,0,28.5,24.2,19.9,3.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-18,6.8,0,30.1,24.8,19.5,6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-19,5.1,0,27.5,23.1,18.6,3.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-20,4.1,0,26.8,22.1,17.4,16,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-21,3.2,0,26.4,21.2,15.9,0.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-22,5,0,26.8,23,19.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-23,5.2,0,28.1,23.2,18.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-24,5.8,0,30.1,23.8,17.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-25,5,0,30.1,23,15.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-26,5.3,0,28.9,23.3,17.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-27,4.2,0,28,22.2,16.3,16.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-28,4.8,0,28.6,22.8,17,15.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-29,2.5,0,25.2,20.5,15.8,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-30,1.1,0,24.9,19.1,13.2,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-07-31,0.6,0,25.8,18.6,11.4,4.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-01,0,0.1,23.8,17.9,11.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-02,0,0.3,25,17.7,10.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-03,0,0,24.9,18,11,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-04,0,0,24,18,12,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-05,1,0,23.2,19,14.8,1.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-06,1.6,0,25.1,19.6,14.1,9.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-07,0,0.5,21.9,17.5,13,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-08,0.6,0,24.4,18.6,12.7,1.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-09,1.5,0,22.1,19.5,16.8,7.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-10,0.6,0,23.8,18.6,13.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-11,0,0.5,21.4,17.5,13.5,25.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-12,0.3,0,22,18.3,14.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-13,0,0.4,22.8,17.6,12.3,3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-14,2.8,0,24.5,20.8,17.1,6.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-15,0.2,0,21.3,18.2,15.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-16,0,1.3,21.3,16.7,12,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-17,1,0,26.5,19,11.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-18,1.7,0,23.2,19.7,16.2,19.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-19,2.3,0,25.2,20.3,15.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-20,1.2,0,23,19.2,15.3,1.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-21,0.6,0,23.4,18.6,13.7,1.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-22,0,1.1,23.1,16.9,10.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-23,0,2.6,23.3,15.4,7.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-24,0,1.1,23.6,16.9,10.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-25,0.1,0,23.3,18.1,12.9,1.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-26,0,0.3,20,17.7,15.4,25,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-27,0,1.5,20.2,16.5,12.7,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-28,0.1,0,24.1,18.1,12.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-29,1.2,0,25.1,19.2,13.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-30,1.4,0,23.1,19.4,15.7,29.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-08-31,0,6.2,16.6,11.8,7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-01,0,4.5,21.1,13.5,5.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-02,0,0.6,24.9,17.4,9.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-03,0.8,0,25.3,18.8,12.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-04,1.9,0,26,19.9,13.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-05,1.1,0,24.4,19.1,13.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-06,0.3,0,19.9,18.3,16.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-07,0.4,0,21.7,18.4,15,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-08,5,0,31,23,15,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-09,5.3,0,29.1,23.3,17.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-10,2,0,25.4,20,14.5,4.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-11,0.9,0,21.1,18.9,16.7,2.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-12,0,0.4,18.8,17.6,16.4,0.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-13,2.5,0,24.6,20.5,16.3,1.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-14,1.6,0,24.9,19.6,14.3,8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-15,0,1.4,22,16.6,11.1,0.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-16,0.3,0,21.6,18.3,14.9,37.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-17,0,1.3,21.1,16.7,12.3,NA,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-18,0,2.3,21,15.7,10.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-19,0,0.1,22.4,17.9,13.3,28.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-20,0,4.6,17.8,13.4,8.9,0.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-21,0,7.5,15.3,10.5,5.7,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-22,0,6.8,18.2,11.2,4.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-23,0,3.2,21.6,14.8,7.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-24,0,3.6,20.6,14.4,8.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-25,0,7,17.7,11,4.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-26,0,7.8,18.2,10.2,2.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-27,0,7.8,15.8,10.2,4.5,0,nb
